original_text,translated_text,text_hash,translation_config
oo,oo,e47ca7a09cf6781e29634502345930a7,deepseek|auto|zh-CN
© STranslate / STranslate,© STranslate / STranslate,2ecc49afa2900ebe1b2a98bcbbdf9470,deepseek|auto|zh-CN
<> Code,<> 代码,150a0316c1e00384cc3634a4bfe68a1c,deepseek|auto|zh-CN
© Issues 34 JQ Pull requests 1 & Agents,© Issues 34 JQ Pull requests 1 & Agents,8fde271d450e08655eb80bbd292f7cd2,deepseek|auto|zh-CN
MA STranslate Public,MA STranslate 公开,1d857e634e9d63216cb4020e680c0813,deepseek|auto|zh-CN
ゼ main ~,主分支 ~,dbf31673cbf697cda3e672149dabfee7,deepseek|auto|zh-CN
IS) ZGGSONG Merge pull request #725 from boxi-wangji/feature/add-iciba-transmart-... 中,IS) ZGGSONG 合并拉取请求 #725 来自 boxi-wangji/feature/add-iciba-transmart-... 中,42d232dec02b5ae3e48fa511689ffe07,deepseek|auto|zh-CN
® github,® github,3d27d58e00cf534d2250e8ca1b8b1763,deepseek|auto|zh-CN
® images,® images,b816bd016aa68b0980558a1efb2c4d17,deepseek|auto|zh-CN
| | src,| | src,a2e21c8811b7e9e8a4e1ba0363ff4a32,deepseek|auto|zh-CN
口 gitignore,口 gitignore,cc4e2e3231350b3f0c84b8382e9a486e,deepseek|auto|zh-CN
円 CHANGELOG.md,円 CHANGELOG.md,7421b780669afde66e177b973a8bf073,deepseek|auto|zh-CN
円 CODE_OF_CONDUCT.md,円 CODE_OF_CONDUCT.md,f6b04be543b41bfab53476e0b27ce9a4,deepseek|auto|zh-CN
円 LICENSE,円 LICENSE,0d10da6bfdd62e2515f3e0473229927a,deepseek|auto|zh-CN
円 PRIVACYmd,円 PRIVACY.md,4c73e0d410ad343f933c75d79dad9344,deepseek|auto|zh-CN
円 READMEmd,円 README.md,efc5f3d1f62ecec85b3a9e47f4f4327f,deepseek|auto|zh-CN
円 README_ZH.md,円 README_ZH.md,277d3a56db58466683ef9086dedcb1a9,deepseek|auto|zh-CN
円 sponsormd,円 sponsor.md,5b666bed88cb96d42336bed198c2b9b3,deepseek|auto|zh-CN
円 build.ps1,円 build.ps1,de5af5b70843e08a09813c0af971e201,deepseek|auto|zh-CN
x | Y ぐ pyQt6 导 入 高 亮 补 全 问题 - Dee x,x | Y ぐ pyQt6 导入高亮补全问题 - Dee x,1af437915ea81f44dd0c9a7ce311d740,deepseek|auto|zh-CN
Q) Discussions,Q) 讨论,a27969e23f5ed71aae49d81b074cc77f,deepseek|auto|zh-CN
® 5Branches © 84 Tags,® 5个分支 © 84个标签,c053989de7965a3c1d579d206834c1a4,deepseek|auto|zh-CN
的 wewpmee (°- “oa 干杯 ~-bi x,的 wewpmee (°- “oa 干杯 ~-bi x,a003c0ee9f1c7df0394e17e4ad24ee30,deepseek|auto|zh-CN
© Actions,© 操作,b70728a19464580f1aecb82238b6b278,deepseek|auto|zh-CN
田 Projects,田 项目,b842d6f4ed079803c8c4ce5512006686,deepseek|auto|zh-CN
Q Goto file,Q 转到文件,013b10a6f5907bc7af9d253b1a038a2e,deepseek|auto|zh-CN
try another way,尝试另一种方式,4c6859d034d81bb581815e5a50d1d27c,deepseek|auto|zh-CN
feat: add update internationalization and portable mode upg...,功能：添加更新国际化与便携模式升级...,9cc3b66b99c3ea805636b00131ab3a50,deepseek|auto|zh-CN
添加 金山 翻译 与 腾讯 翻译 内 置 插件,添加金山翻译与腾讯翻译内置插件,f2eaca95cf90dcd205dde1527a962009,deepseek|auto|zh-CN
chore,杂项,5dc1abe9a555f9e673c36fb06697ab44,deepseek|auto|zh-CN
feat: temporarily show and focus input box when triggering i...,功能：触发时临时显示并聚焦输入框...,f164f212d1a8950afae53e1ea3bcbefa,deepseek|auto|zh-CN
Add Code of Conduct document,添加行为准则文档,c87c1c029393d4e2e9b89a12db041a36,deepseek|auto|zh-CN
update license,更新许可证,37da3fae56d8fe78609239cd17f02cec,deepseek|auto|zh-CN
新 增 隐私 策略 文档,新增隐私策略文档,3601f0bd90b21c44e4a05940472ea0b3,deepseek|auto|zh-CN
docs: update readme,文档：更新自述文件,3d3ac8e1f5d2dec58be1208c73fe038e,deepseek|auto|zh-CN
docs: update readme,文档：更新自述文件,3d3ac8e1f5d2dec58be1208c73fe038e,deepseek|auto|zh-CN
docs: update sponsor,文档：更新赞助信息,14fb7656def1fa6b841beeee9d1fe8f4,deepseek|auto|zh-CN
feat: use a modern solution,功能：使用现代解决方案,e945a3109434ce91054fe6c383bd6891,deepseek|auto|zh-CN
£213a86 - 2 days ago,£213a86 - 2天前,0e974472aa999bca8b1d91ec47b50749,deepseek|auto|zh-CN
CO 疯狂 地 形 生成 我 的 世界 eX,CO 疯狂地形生成我的世界 eX,3236b9b1e484b36feda11e75b8f116a5,deepseek|auto|zh-CN
© Security and quality | トン Insights,© 安全与质量 | トン 洞察,b0d453aa74cea9197318fdca8320a2e2,deepseek|auto|zh-CN
人 @ Watch 20,人 @ 关注 20,f0124b0778194fee0a8f688610edb143,deepseek|auto|zh-CN
© 1.831 Commits,"© 1,831次提交",b901b1a012f4b30819f80db3492c811f,deepseek|auto|zh-CN
6 months ago,6个月前,26e4fae92d6ace20bc6ff643ef99c9ca,deepseek|auto|zh-CN
6 months ago,6个月前,26e4fae92d6ace20bc6ff643ef99c9ca,deepseek|auto|zh-CN
2 days ago,2天前,96ff6a72c6c437aaa3c137c0ffd5e1db,deepseek|auto|zh-CN
4 months ago,4个月前,c4bfe1592529a6c08911143bbf19d47e,deepseek|auto|zh-CN
3 weeks ago,3周前,61d9ebf761264f1d42f6f207aff0c97e,deepseek|auto|zh-CN
2 months ago,2个月前,fe08af8a03aea309b0e4a4a11a0cef0b,deepseek|auto|zh-CN
4 years ago,4年前,bcbb4c35254df0c2df1f9e84b28041bd,deepseek|auto|zh-CN
9 months ago,9个月前,6d5d693ee3c388f587c6e931df264015,deepseek|auto|zh-CN
3 months ago,3个月前,87ce8a6dc57ae39eda8b5d7e060d1cd2,deepseek|auto|zh-CN
3 months ago,3个月前,87ce8a6dc57ae39eda8b5d7e060d1cd2,deepseek|auto|zh-CN
2 weeks ago,2周前,289ff6360435f82759f7d6d4b598670a,deepseek|auto|zh-CN
4 months ago,4个月前,c4bfe1592529a6c08911143bbf19d47e,deepseek|auto|zh-CN
〇 STranslate/STranslate: Areacl X,〇 STranslate/STranslate: 区域 X,1fa44acc3dc89cc286626988155f08cf,deepseek|auto|zh-CN
Stir,Stir,2ee758547272ef8f39db870d61e9c7b8,deepseek|auto|zh-CN
@ ロロ,@ ロロ,feafee2586229047c89337b6b78e35df,deepseek|auto|zh-CN
Q Type[/]to search,Q 输入[/]搜索,be7ee84f701ca3aeb9da15cc1419468b,deepseek|auto|zh-CN
8B ~,8B ~,5e5ee9ea707b91c3ba3f06213f6270e7,deepseek|auto|zh-CN
Fork 376,Fork 376,764515ed29761e6ddf97de234e8d07d4,deepseek|auto|zh-CN
交 Star 72k,交 Star 72k,7db60065e254cfcb697f413873c8dcdd,deepseek|auto|zh-CN
About,关于,8f7f4c1ce7a4f933663d10543562b096,deepseek|auto|zh-CN
A ready-to-go translation ocr tool,一款即用即走的翻译OCR工具,083a39817b57ab019d3af0cbc2febf79,deepseek|auto|zh-CN
developed with WPF/WPF 开发 的 一 款,使用WPF开发的一款,8ef08831b883cb281c3fdf51af2d90d3,deepseek|auto|zh-CN
即 用 即 走 的 翻译 、OCR 工 具,即用即走的翻译、OCR工具,8154bba6087ef307d7aca1dcfb413fa7,deepseek|auto|zh-CN
レク stranslate.zggsong.com,レク stranslate.zggsong.com,0fd92390ab21f684b37e9fc199426193,deepseek|auto|zh-CN
plugin,插件,a24bcf2198b1b13ad985304483f7f324,deepseek|auto|zh-CN
ocr,OCR,e937d7a161458fb314ccbbce94150e22,deepseek|auto|zh-CN
wpf,WPF,42fec5bb39a12715eb2038ef2d024f7d,deepseek|auto|zh-CN
translate,翻译,fc46e26a907870744758b76166150f62,deepseek|auto|zh-CN
stranslate,STranslate,9cbfd25b54884dc063ab3898cbc8021c,deepseek|auto|zh-CN
Readme,自述文件,36e1237b957fa2002d264c5fd031c547,deepseek|auto|zh-CN
MIT license,MIT许可证,b1101be903428cec3d118f4496ad8c15,deepseek|auto|zh-CN
Code of conduct,行为准则,6e47fbe3b67fa8eaff2e4aa73e4c2fd0,deepseek|auto|zh-CN
+888,+888,3381397bda90a345acce73c3f72f47ab,deepseek|auto|zh-CN
Activity,活动,ecfc2dffe568c10a67dbc6d3724cfde2,deepseek|auto|zh-CN
=],=],39926befe6d9ab0b0024b536ca934cc2,deepseek|auto|zh-CN
Custom properties,自定义属性,da9a5d443771d8e31df05434c5149795,deepseek|auto|zh-CN
7.2k stars,7.2k星标,fcd49296eeb8483f6be3993861fa1895,deepseek|auto|zh-CN
20 watching,20关注,2dcd15c2d33d1447eec581977a4dd602,deepseek|auto|zh-CN
9 ec 人,9 ec 人,8364ca5e3f90d9c864fa85565c58d649,deepseek|auto|zh-CN
376 forks,376个复刻,8379095c53080c9797479999287dccd9,deepseek|auto|zh-CN
Report repository,举报仓库,7e236f9dc982a31a02a67919ad086673,deepseek|auto|zh-CN
Releases 78,发布版本 78,eb1d047b2f920d16d8cf690c83de7640,deepseek|auto|zh-CN
D> v2.07,D> v2.07,d69ba8b7881310b08fd3ebb3064873c6,deepseek|auto|zh-CN
3 weeks ago,3周前,61d9ebf761264f1d42f6f207aff0c97e,deepseek|auto|zh-CN
"& DeepSeek | 深度 求索
@& DeepSeek 开放 平台
@G
ss github.com/STranslate/STranslate
oo
oo
© STranslate / STranslate
<> Code
© Issues 34 JQ Pull requests 1 & Agents
MA STranslate Public
ゼ main ~
IS) ZGGSONG Merge pull request #725 from boxi-wangji/feature/add-iciba-transmart-... 中
® github
® images
| | src
口 gitignore
円 CHANGELOG.md
円 CODE_OF_CONDUCT.md
円 LICENSE
円 PRIVACYmd
円 READMEmd
円 README_ZH.md
円 sponsormd
円 build.ps1
x | Y ぐ pyQt6 导 入 高 亮 补 全 问题 - Dee x
Q) Discussions
® 5Branches © 84 Tags
的 wewpmee (°- “oa 干杯 ~-bi x
© Actions
田 Projects
Q Goto file
try another way
feat: add update internationalization and portable mode upg...
添加 金山 翻译 与 腾讯 翻译 内 置 插件
chore
feat: temporarily show and focus input box when triggering i...
Add Code of Conduct document
update license
新 增 隐私 策略 文档
docs: update readme
docs: update readme
docs: update sponsor
feat: use a modern solution
£213a86 - 2 days ago
CO 疯狂 地 形 生成 我 的 世界 eX
© Security and quality | トン Insights
人 @ Watch 20
© 1.831 Commits
6 months ago
6 months ago
2 days ago
4 months ago
3 weeks ago
2 months ago
4 years ago
9 months ago
3 months ago
3 months ago
2 weeks ago
4 months ago
〇 STranslate/STranslate: Areacl X
Stir
@ ロロ
Q Type[/]to search
8B ~
Fork 376
交 Star 72k
About
A ready-to-go translation ocr tool
developed with WPF/WPF 开发 的 一 款
即 用 即 走 的 翻译 、OCR 工 具
レク stranslate.zggsong.com
plugin
ocr
wpf
translate
stranslate
Readme
MIT license
Code of conduct
+888
Activity
=]
Custom properties
7.2k stars
20 watching
9 ec 人
376 forks
Report repository
Releases 78
D> v2.07
3 weeks ago","& DeepSeek | 深度求索
@& DeepSeek 开放平台
@G
ss github.com/STranslate/STranslate
oo
oo
© STranslate / STranslate
<> 代码
© Issues 34 JQ Pull requests 1 & Agents
MA STranslate 公开
主分支 ~
IS) ZGGSONG 合并拉取请求 #725 来自 boxi-wangji/feature/add-iciba-transmart-... 中
® github
® images
| | src
口 gitignore
円 CHANGELOG.md
円 CODE_OF_CONDUCT.md
円 LICENSE
円 PRIVACY.md
円 README.md
円 README_ZH.md
円 sponsor.md
円 build.ps1
x | Y ぐ pyQt6 导入高亮补全问题 - Dee x
Q) 讨论
® 5个分支 © 84个标签
的 wewpmee (°- “oa 干杯 ~-bi x
© 操作
田 项目
Q 转到文件
尝试另一种方式
功能：添加更新国际化与便携模式升级...
添加金山翻译与腾讯翻译内置插件
杂项
功能：触发时临时显示并聚焦输入框...
添加行为准则文档
更新许可证
新增隐私策略文档
文档：更新自述文件
文档：更新自述文件
文档：更新赞助信息
功能：使用现代解决方案
£213a86 - 2天前
CO 疯狂地形生成我的世界 eX
© 安全与质量 | トン 洞察
人 @ 关注 20
© 1,831次提交
6个月前
6个月前
2天前
4个月前
3周前
2个月前
4年前
9个月前
3个月前
3个月前
2周前
4个月前
〇 STranslate/STranslate: 区域 X
Stir
@ ロロ
Q 输入[/]搜索
8B ~
Fork 376
交 Star 72k
关于
一款即用即走的翻译OCR工具
使用WPF开发的一款
即用即走的翻译、OCR工具
レク stranslate.zggsong.com
插件
OCR
WPF
翻译
STranslate
自述文件
MIT许可证
行为准则
+888
活动
=]
自定义属性
7.2k星标
20关注
9 ec 人
376个复刻
举报仓库
发布版本 78
D> v2.07
3周前",bd1a73ab953dcf6a6ccfd0a9f4a06bac,deepseek|auto|zh-CN
& DeepSeek | 深度 求索,& DeepSeek | 深度求索,ee7aecb0656bdddda17a0f97e9a6316b,deepseek|auto|zh-CN
@& DeepSeek 开放 平台,@& DeepSeek 开放平台,0f32057d8b42c557b46a456fb18ecbf7,deepseek|auto|zh-CN
@G,@G,689fff62aa4f9095d6d3ffbbc55fb8b8,deepseek|auto|zh-CN
ss github.com/STranslate/STranslate,ss github.com/STranslate/STranslate,ddaa91760f9f7990acde9c9f23bab53d,deepseek|auto|zh-CN
oo,oo,e47ca7a09cf6781e29634502345930a7,deepseek|auto|zh-CN
oo,oo,e47ca7a09cf6781e29634502345930a7,deepseek|auto|zh-CN
© STranslate / STranslate,© STranslate / STranslate,2ecc49afa2900ebe1b2a98bcbbdf9470,deepseek|auto|zh-CN
<> Code,<> 代码,150a0316c1e00384cc3634a4bfe68a1c,deepseek|auto|zh-CN
© Issues 34 JQ Pull requests 1 & Agents,© Issues 34 JQ Pull requests 1 & Agents,8fde271d450e08655eb80bbd292f7cd2,deepseek|auto|zh-CN
MA STranslate Public,MA STranslate 公开,1d857e634e9d63216cb4020e680c0813,deepseek|auto|zh-CN
ゼ main ~,主分支 ~,dbf31673cbf697cda3e672149dabfee7,deepseek|auto|zh-CN
IS) ZGGSONG Merge pull request #725 from boxi-wangji/feature/add-iciba-transmart-... 中,IS) ZGGSONG 合并拉取请求 #725 来自 boxi-wangji/feature/add-iciba-transmart-... 中,42d232dec02b5ae3e48fa511689ffe07,deepseek|auto|zh-CN
® github,® github,3d27d58e00cf534d2250e8ca1b8b1763,deepseek|auto|zh-CN
® images,® 图片,b816bd016aa68b0980558a1efb2c4d17,deepseek|auto|zh-CN
| | src,| | 源代码,a2e21c8811b7e9e8a4e1ba0363ff4a32,deepseek|auto|zh-CN
口 gitignore,口 gitignore,cc4e2e3231350b3f0c84b8382e9a486e,deepseek|auto|zh-CN
円 CHANGELOG.md,円 CHANGELOG.md,7421b780669afde66e177b973a8bf073,deepseek|auto|zh-CN
円 CODE_OF_CONDUCT.md,円 CODE_OF_CONDUCT.md,f6b04be543b41bfab53476e0b27ce9a4,deepseek|auto|zh-CN
円 LICENSE,円 LICENSE,0d10da6bfdd62e2515f3e0473229927a,deepseek|auto|zh-CN
円 PRIVACYmd,円 PRIVACY.md,4c73e0d410ad343f933c75d79dad9344,deepseek|auto|zh-CN
円 READMEmd,円 README.md,efc5f3d1f62ecec85b3a9e47f4f4327f,deepseek|auto|zh-CN
円 README_ZH.md,円 README_ZH.md,277d3a56db58466683ef9086dedcb1a9,deepseek|auto|zh-CN
円 sponsormd,円 sponsor.md,5b666bed88cb96d42336bed198c2b9b3,deepseek|auto|zh-CN
円 build.ps1,円 build.ps1,de5af5b70843e08a09813c0af971e201,deepseek|auto|zh-CN
x | Y ぐ pyQt6 导 入 高 亮 补 全 问题 - Dee x,x | Y ぐ pyQt6 导入高亮补全问题 - Dee x,1af437915ea81f44dd0c9a7ce311d740,deepseek|auto|zh-CN
Q) Discussions,Q) 讨论,a27969e23f5ed71aae49d81b074cc77f,deepseek|auto|zh-CN
® 5Branches © 84 Tags,® 5个分支 © 84个标签,c053989de7965a3c1d579d206834c1a4,deepseek|auto|zh-CN
的 wewpmee (°- “oa 干杯 ~-bi x,的 wewpmee (°- “oa 干杯 ~-bi x,a003c0ee9f1c7df0394e17e4ad24ee30,deepseek|auto|zh-CN
© Actions,© 操作,b70728a19464580f1aecb82238b6b278,deepseek|auto|zh-CN
田 Projects,田 项目,b842d6f4ed079803c8c4ce5512006686,deepseek|auto|zh-CN
Q Goto file,Q 转到文件,013b10a6f5907bc7af9d253b1a038a2e,deepseek|auto|zh-CN
try another way,尝试另一种方式,4c6859d034d81bb581815e5a50d1d27c,deepseek|auto|zh-CN
feat: add update internationalization and portable mode upg...,特性：添加更新国际化与便携模式升级...,9cc3b66b99c3ea805636b00131ab3a50,deepseek|auto|zh-CN
添加 金山 翻译 与 腾讯 翻译 内 置 插件,添加金山翻译与腾讯翻译内置插件,f2eaca95cf90dcd205dde1527a962009,deepseek|auto|zh-CN
chore,杂项,5dc1abe9a555f9e673c36fb06697ab44,deepseek|auto|zh-CN
feat: temporarily show and focus input box when triggering i...,特性：触发时临时显示并聚焦输入框...,f164f212d1a8950afae53e1ea3bcbefa,deepseek|auto|zh-CN
Add Code of Conduct document,添加行为准则文档,c87c1c029393d4e2e9b89a12db041a36,deepseek|auto|zh-CN
update license,更新许可证,37da3fae56d8fe78609239cd17f02cec,deepseek|auto|zh-CN
新 增 隐私 策略 文档,新增隐私策略文档,3601f0bd90b21c44e4a05940472ea0b3,deepseek|auto|zh-CN
docs: update readme,文档：更新自述文件,3d3ac8e1f5d2dec58be1208c73fe038e,deepseek|auto|zh-CN
docs: update readme,文档：更新自述文件,3d3ac8e1f5d2dec58be1208c73fe038e,deepseek|auto|zh-CN
docs: update sponsor,文档：更新赞助者,14fb7656def1fa6b841beeee9d1fe8f4,deepseek|auto|zh-CN
feat: use a modern solution,特性：使用现代解决方案,e945a3109434ce91054fe6c383bd6891,deepseek|auto|zh-CN
£213a86 - 2 days ago,£213a86 - 2天前,0e974472aa999bca8b1d91ec47b50749,deepseek|auto|zh-CN
CO 疯狂 地 形 生成 我 的 世界 eX,CO 疯狂地形生成我的世界 eX,3236b9b1e484b36feda11e75b8f116a5,deepseek|auto|zh-CN
© Security and quality | トン Insights,© 安全与质量 | トン 洞察,b0d453aa74cea9197318fdca8320a2e2,deepseek|auto|zh-CN
人 @ Watch 20,人 @ 关注 20,f0124b0778194fee0a8f688610edb143,deepseek|auto|zh-CN
© 1.831 Commits,"© 1,831次提交",b901b1a012f4b30819f80db3492c811f,deepseek|auto|zh-CN
6 months ago,6个月前,26e4fae92d6ace20bc6ff643ef99c9ca,deepseek|auto|zh-CN
6 months ago,6个月前,26e4fae92d6ace20bc6ff643ef99c9ca,deepseek|auto|zh-CN
2 days ago,2天前,96ff6a72c6c437aaa3c137c0ffd5e1db,deepseek|auto|zh-CN
4 months ago,4个月前,c4bfe1592529a6c08911143bbf19d47e,deepseek|auto|zh-CN
3 weeks ago,3周前,61d9ebf761264f1d42f6f207aff0c97e,deepseek|auto|zh-CN
2 months ago,2个月前,fe08af8a03aea309b0e4a4a11a0cef0b,deepseek|auto|zh-CN
4 years ago,4年前,bcbb4c35254df0c2df1f9e84b28041bd,deepseek|auto|zh-CN
9 months ago,9个月前,6d5d693ee3c388f587c6e931df264015,deepseek|auto|zh-CN
3 months ago,3个月前,87ce8a6dc57ae39eda8b5d7e060d1cd2,deepseek|auto|zh-CN
3 months ago,3个月前,87ce8a6dc57ae39eda8b5d7e060d1cd2,deepseek|auto|zh-CN
2 weeks ago,2周前,289ff6360435f82759f7d6d4b598670a,deepseek|auto|zh-CN
4 months ago,4个月前,c4bfe1592529a6c08911143bbf19d47e,deepseek|auto|zh-CN
〇 STranslate/STranslate: Areacl X,〇 STranslate/STranslate: 区域 X,1fa44acc3dc89cc286626988155f08cf,deepseek|auto|zh-CN
Stir,搅拌,2ee758547272ef8f39db870d61e9c7b8,deepseek|auto|zh-CN
@ ロロ,@ ロロ,feafee2586229047c89337b6b78e35df,deepseek|auto|zh-CN
Q Type[/]to search,Q 输入[/]搜索,be7ee84f701ca3aeb9da15cc1419468b,deepseek|auto|zh-CN
8B ~,8B ~,5e5ee9ea707b91c3ba3f06213f6270e7,deepseek|auto|zh-CN
Fork 376,分叉 376,764515ed29761e6ddf97de234e8d07d4,deepseek|auto|zh-CN
交 Star 72k,交 星标 72k,7db60065e254cfcb697f413873c8dcdd,deepseek|auto|zh-CN
About,关于,8f7f4c1ce7a4f933663d10543562b096,deepseek|auto|zh-CN
A ready-to-go translation ocr tool,一款即用即走的翻译OCR工具,083a39817b57ab019d3af0cbc2febf79,deepseek|auto|zh-CN
developed with WPF/WPF 开发 的 一 款,使用WPF开发的一款,8ef08831b883cb281c3fdf51af2d90d3,deepseek|auto|zh-CN
即 用 即 走 的 翻译 、OCR 工 具,即用即走的翻译、OCR工具,8154bba6087ef307d7aca1dcfb413fa7,deepseek|auto|zh-CN
レク stranslate.zggsong.com,レク stranslate.zggsong.com,0fd92390ab21f684b37e9fc199426193,deepseek|auto|zh-CN
plugin,插件,a24bcf2198b1b13ad985304483f7f324,deepseek|auto|zh-CN
ocr,OCR,e937d7a161458fb314ccbbce94150e22,deepseek|auto|zh-CN
wpf,WPF,42fec5bb39a12715eb2038ef2d024f7d,deepseek|auto|zh-CN
translate,翻译,fc46e26a907870744758b76166150f62,deepseek|auto|zh-CN
stranslate,STranslate,9cbfd25b54884dc063ab3898cbc8021c,deepseek|auto|zh-CN
Readme,自述文件,36e1237b957fa2002d264c5fd031c547,deepseek|auto|zh-CN
MIT license,MIT许可证,b1101be903428cec3d118f4496ad8c15,deepseek|auto|zh-CN
Code of conduct,行为准则,6e47fbe3b67fa8eaff2e4aa73e4c2fd0,deepseek|auto|zh-CN
+888,+888,3381397bda90a345acce73c3f72f47ab,deepseek|auto|zh-CN
Activity,活动,ecfc2dffe568c10a67dbc6d3724cfde2,deepseek|auto|zh-CN
=],=],39926befe6d9ab0b0024b536ca934cc2,deepseek|auto|zh-CN
Custom properties,自定义属性,da9a5d443771d8e31df05434c5149795,deepseek|auto|zh-CN
7.2k stars,7.2k星标,fcd49296eeb8483f6be3993861fa1895,deepseek|auto|zh-CN
20 watching,20关注,2dcd15c2d33d1447eec581977a4dd602,deepseek|auto|zh-CN
9 ec 人,9 ec 人,8364ca5e3f90d9c864fa85565c58d649,deepseek|auto|zh-CN
376 forks,376分叉,8379095c53080c9797479999287dccd9,deepseek|auto|zh-CN
Report repository,报告仓库,7e236f9dc982a31a02a67919ad086673,deepseek|auto|zh-CN
Releases 78,发布 78,eb1d047b2f920d16d8cf690c83de7640,deepseek|auto|zh-CN
D> v2.07,D> v2.07,d69ba8b7881310b08fd3ebb3064873c6,deepseek|auto|zh-CN
3 weeks ago,3周前,61d9ebf761264f1d42f6f207aff0c97e,deepseek|auto|zh-CN
"& DeepSeek | 深度 求索
@& DeepSeek 开放 平台
@G
ss github.com/STranslate/STranslate
oo
oo
© STranslate / STranslate
<> Code
© Issues 34 JQ Pull requests 1 & Agents
MA STranslate Public
ゼ main ~
IS) ZGGSONG Merge pull request #725 from boxi-wangji/feature/add-iciba-transmart-... 中
® github
® images
| | src
口 gitignore
円 CHANGELOG.md
円 CODE_OF_CONDUCT.md
円 LICENSE
円 PRIVACYmd
円 READMEmd
円 README_ZH.md
円 sponsormd
円 build.ps1
x | Y ぐ pyQt6 导 入 高 亮 补 全 问题 - Dee x
Q) Discussions
® 5Branches © 84 Tags
的 wewpmee (°- “oa 干杯 ~-bi x
© Actions
田 Projects
Q Goto file
try another way
feat: add update internationalization and portable mode upg...
添加 金山 翻译 与 腾讯 翻译 内 置 插件
chore
feat: temporarily show and focus input box when triggering i...
Add Code of Conduct document
update license
新 增 隐私 策略 文档
docs: update readme
docs: update readme
docs: update sponsor
feat: use a modern solution
£213a86 - 2 days ago
CO 疯狂 地 形 生成 我 的 世界 eX
© Security and quality | トン Insights
人 @ Watch 20
© 1.831 Commits
6 months ago
6 months ago
2 days ago
4 months ago
3 weeks ago
2 months ago
4 years ago
9 months ago
3 months ago
3 months ago
2 weeks ago
4 months ago
〇 STranslate/STranslate: Areacl X
Stir
@ ロロ
Q Type[/]to search
8B ~
Fork 376
交 Star 72k
About
A ready-to-go translation ocr tool
developed with WPF/WPF 开发 的 一 款
即 用 即 走 的 翻译 、OCR 工 具
レク stranslate.zggsong.com
plugin
ocr
wpf
translate
stranslate
Readme
MIT license
Code of conduct
+888
Activity
=]
Custom properties
7.2k stars
20 watching
9 ec 人
376 forks
Report repository
Releases 78
D> v2.07
3 weeks ago","& DeepSeek | 深度求索
@& DeepSeek 开放平台
@G
ss github.com/STranslate/STranslate
oo
oo
© STranslate / STranslate
<> 代码
© Issues 34 JQ Pull requests 1 & Agents
MA STranslate 公开
主分支 ~
IS) ZGGSONG 合并拉取请求 #725 来自 boxi-wangji/feature/add-iciba-transmart-... 中
® github
® 图片
| | 源代码
口 gitignore
円 CHANGELOG.md
円 CODE_OF_CONDUCT.md
円 LICENSE
円 PRIVACY.md
円 README.md
円 README_ZH.md
円 sponsor.md
円 build.ps1
x | Y ぐ pyQt6 导入高亮补全问题 - Dee x
Q) 讨论
® 5个分支 © 84个标签
的 wewpmee (°- “oa 干杯 ~-bi x
© 操作
田 项目
Q 转到文件
尝试另一种方式
特性：添加更新国际化与便携模式升级...
添加金山翻译与腾讯翻译内置插件
杂项
特性：触发时临时显示并聚焦输入框...
添加行为准则文档
更新许可证
新增隐私策略文档
文档：更新自述文件
文档：更新自述文件
文档：更新赞助者
特性：使用现代解决方案
£213a86 - 2天前
CO 疯狂地形生成我的世界 eX
© 安全与质量 | トン 洞察
人 @ 关注 20
© 1,831次提交
6个月前
6个月前
2天前
4个月前
3周前
2个月前
4年前
9个月前
3个月前
3个月前
2周前
4个月前
〇 STranslate/STranslate: 区域 X
搅拌
@ ロロ
Q 输入[/]搜索
8B ~
分叉 376
交 星标 72k
关于
一款即用即走的翻译OCR工具
使用WPF开发的一款
即用即走的翻译、OCR工具
レク stranslate.zggsong.com
插件
OCR
WPF
翻译
STranslate
自述文件
MIT许可证
行为准则
+888
活动
=]
自定义属性
7.2k星标
20关注
9 ec 人
376分叉
报告仓库
发布 78
D> v2.07
3周前",bd1a73ab953dcf6a6ccfd0a9f4a06bac,deepseek|auto|zh-CN
マン,慢,8331cc8c7eb45a0f75339136a7e0bb02,deepseek|auto|zh-CN
DeepSeek | 深度 求 素 X | YY DeepSeck 开放 平台,DeepSeek | 深度求索 | YY DeepSeek 开放平台,c60c4ed499367c7a452daa2bf1adba70,deepseek|auto|zh-CN
| & PyQt6 导 入 高 亮 补 全 问题,| & PyQt6 导入高亮补全问题,a60c2891927abf3f7777053f12bef76c,deepseek|auto|zh-CN
ss youtube.com/watch?v=Keipwau0Vgg&t=1147s,ss youtube.com/watch?v=Keipwau0Vgg&t=1147s,970773a4555dc77148527120bc99ce84,deepseek|auto|zh-CN
(I,(我,b3d1a8c03226c4a4bac018e32f5b2316,deepseek|auto|zh-CN
加 Youfube”,加 YouTube”,5662f220f20e2c903db57f8399d6acd1,deepseek|auto|zh-CN
43 @ @& as,43 @ @& as,acd0bd31cc0a0803997c9370f177355c,deepseek|auto|zh-CN
@! 神 無 優 - か ん な ゆう 1 © 2 年 前,@! 神無優 - かんなゆう © 2年前,93805888fdde380f785526db5e95072a,deepseek|auto|zh-CN
アー カイ ブ 拝 見 致し まし た .,已拜读存档。,d0af051ce58aa1931a50b9f357b87cf1,deepseek|auto|zh-CN
